date,team,away,at_bats,runs,hits,rbis,walks,batting_average,on_base_percentage,slugging_percentage,win
20190509,LAD,0,6,0,0,4,9,0.195,0.274,0.331,0
20190510,MIL,1,33,7,8,7,7,0.172,0.219,0.291,1
20190510,CHC,0,7,0,0,4,5,0.174,0.243,0.311,0
20190510,LAA,1,38,8,12,8,3,0.227,0.307,0.393,1
20190510,BAL,0,5,3,3,1,9,0.229,0.274,0.38,0
20190510,CHW,1,32,3,6,3,2,0.233,0.296,0.373,0
20190510,TOR,0,4,4,4,7,6,0.184,0.245,0.303,1
20190510,MIA,1,37,2,10,2,3,0.182,0.232,0.248,0
20190510,NYM,0,15,11,11,8,8,0.205,0.265,0.313,1
20190510,NYY,1,34,4,7,3,2,0.24,0.303,0.403,1
20190510,TB,0,8,3,3,4,11,0.231,0.302,0.391,0
20190510,SEA,1,35,1,8,1,1,0.236,0.288,0.415,0
20190510,BOS,0,15,14,13,3,7,0.224,0.297,0.383,1
20190510,TEX,1,28,0,2,0,2,0.219,0.295,0.424,0
20190510,HOU,0,6,3,3,2,8,0.254,0.317,0.464,1
20190510,DET,1,30,0,3,0,0,0.214,0.271,0.357,0
20190510,MIN,0,7,6,6,7,5,0.233,0.296,0.445,1
20190510,PHI,1,30,1,4,1,5,0.229,0.304,0.391,0
20190510,KC,0,8,5,4,5,7,0.233,0.297,0.41,1
20190510,PIT,1,34,2,9,2,1,0.203,0.246,0.313,1
20190510,STL,0,10,1,1,2,7,0.205,0.27,0.32,0
20190510,SD,1,40,2,12,2,0,0.161,0.2,0.281,0
20190510,COL,0,17,12,12,3,9,0.193,0.235,0.322,1
20190510,CLE,1,42,3,10,2,2,0.214,0.285,0.339,0
20190510,OAK,0,10,4,4,6,6,0.22,0.286,0.351,1
20190510,ATL,1,32,2,7,2,1,0.174,0.225,0.3,1
20190510,ARI,0,4,1,1,2,8,0.204,0.252,0.375,0
20190510,WSH,1,31,0,4,0,2,0.155,0.192,0.25,0
20190510,LAD,0,9,5,5,4,6,0.242,0.332,0.428,1
20190510,CIN,1,38,7,9,7,4,0.163,0.224,0.322,1
20190510,SF,0,4,0,0,7,12,0.187,0.226,0.312,0
20190511,SEA,1,34,5,6,5,2,0.211,0.3,0.395,0
20190511,BOS,0,10,9,9,11,8,0.233,0.32,0.404,1
20190511,DET,1,38,5,10,5,1,0.232,0.283,0.408,1
20190511,MIN,0,7,3,3,5,8,0.218,0.294,0.423,0
20190511,PIT,1,31,2,4,2,1,0.153,0.191,0.253,1
20190511,STL,0,2,1,1,5,8,0.204,0.265,0.316,0
20190511,MIL,1,43,1,4,1,9,0.163,0.217,0.276,0
20190511,CHC,0,9,2,2,10,13,0.149,0.205,0.268,1
20190511,CHW,1,37,7,11,7,5,0.251,0.307,0.396,1
20190511,TOR,0,8,2,2,3,5,0.207,0.272,0.343,0
20190511,LAA,1,36,7,10,7,3,0.227,0.298,0.384,1
20190511,BAL,0,9,2,2,3,12,0.204,0.259,0.33,0
20190511,CLE,1,34,2,10,2,3,0.214,0.292,0.331,0
20190511,OAK,0,4,3,1,4,11,0.201,0.273,0.312,1
20190511,NYY,1,29,2,5,2,1,0.229,0.287,0.401,0
20190511,TB,0,10,7,7,5,6,0.211,0.308,0.363,1
20190511,MIA,1,33,1,6,1,2,0.149,0.198,0.209,0
20190511,NYM,0,9,4,4,3,3,0.201,0.258,0.328,1
20190511,PHI,1,36,7,9,6,7,0.228,0.316,0.385,1
20190511,KC,0,4,0,0,0,7,0.222,0.284,0.399,0
20190511,ATL,1,38,6,13,6,1,0.186,0.238,0.314,1
20190511,ARI,0,8,4,4,3,8,0.179,0.238,0.326,0
20190511,TEX,1,35,4,9,4,1,0.225,0.293,0.435,0
20190511,HOU,0,13,11,8,5,4,0.257,0.321,0.452,1
20190511,SD,1,34,4,9,4,3,0.135,0.232,0.239,1
20190511,COL,0,6,3,3,1,8,0.179,0.224,0.312,0
20190511,DET,1,33,3,7,3,3,0.221,0.278,0.384,0
20190511,MIN,0,15,8,8,3,6,0.226,0.289,0.431,1
20190511,CIN,1,37,5,10,5,3,0.15,0.208,0.281,1
20190511,SF,0,9,4,4,2,10,0.149,0.204,0.25,0
20190511,WSH,1,33,5,7,5,2,0.182,0.235,0.285,1
20190511,LAD,0,5,2,2,2,8,0.166,0.224,0.317,0
20190512,LAA,1,29,1,4,1,4,0.226,0.302,0.395,0
20190512,BAL,0,9,5,5,8,8,0.225,0.277,0.379,1
20190512,SEA,1,30,2,4,2,2,0.206,0.298,0.397,0
20190512,BOS,0,12,11,9,8,7,0.234,0.306,0.383,1
20190512,CHW,1,36,5,10,5,2,0.252,0.307,0.398,1
20190512,TOR,0,4,1,1,1,10,0.174,0.229,0.284,0
20190512,NYY,1,34,7,9,6,5,0.232,0.29,0.37,1
20190512,TB,0,7,1,1,0,12,0.196,0.272,0.348,0
20190512,TEX,1,37,5,9,5,4,0.238,0.307,0.438,0
20190512,HOU,0,18,15,10,2,8,0.246,0.303,0.425,1
20190512,DET,1,33,5,8,5,2,0.225,0.287,0.396,1
20190512,MIN,0,10,3,3,4,8,0.239,0.306,0.437,0
20190512,PHI,1,35,6,8,6,6,0.229,0.304,0.386,1
20190512,KC,0,6,1,1,2,7,0.216,0.273,0.371,0
20190512,PIT,1,38,10,14,10,6,0.177,0.274,0.269,1
20190512,STL,0,12,6,6,3,6,0.169,0.218,0.26,0
20190512,SD,1,36,7,10,7,3,0.17,0.21,0.271,0
20190512,COL,0,13,10,10,3,9,0.165,0.205,0.289,1
20190512,CIN,1,36,5,11,5,2,0.173,0.224,0.313,0
20190512,SF,0,10,6,6,1,10,0.164,0.204,0.291,1
20190512,CLE,1,30,5,7,5,5,0.22,0.297,0.335,1
20190512,OAK,0,7,3,3,3,7,0.212,0.276,0.351,0
20190512,ATL,1,37,5,12,5,1,0.181,0.222,0.303,1
20190512,ARI,0,14,3,3,1,11,0.205,0.25,0.355,0
20190512,WSH,1,28,0,1,0,1,0.161,0.217,0.266,0
20190512,LAD,0,7,6,6,4,8,0.203,0.275,0.351,1
20190512,MIL,1,35,1,9,1,2,0.214,0.283,0.381,0
20190512,CHC,0,8,4,3,2,6,0.194,0.276,0.334,1
20190513,MIL,1,38,4,12,4,8,0.163,0.216,0.279,0
20190513,PHI,0,11,7,6,2,11,0.149,0.207,0.239,1
20190513,HOU,1,36,8,11,8,3,0.257,0.322,0.474,1
20190513,DET,0,5,1,1,6,7,0.2,0.265,0.342,0
20190513,LAA,1,39,5,15,4,3,0.236,0.312,0.4,1
20190513,MIN,0,7,4,4,3,11,0.24,0.303,0.462,0
20190513,CLE,1,28,2,2,2,3,0.206,0.278,0.328,0
20190513,CHW,0,9,5,5,0,7,0.222,0.288,0.367,1
20190513,PIT,1,40,3,13,3,2,0.193,0.243,0.281,0
20190513,ARI,0,13,9,9,4,7,0.183,0.237,0.334,1
20190513,OAK,1,40,5,10,5,6,0.216,0.288,0.375,0
20190513,SEA,0,7,6,6,6,8,0.205,0.283,0.387,1
20190514,CLE,1,35,9,11,8,4,0.194,0.281,0.324,1
20190514,CHW,0,7,0,0,0,9,0.234,0.287,0.37,0
20190514,CHC,1,37,3,11,3,1,0.187,0.258,0.321,1
20190514,CIN,0,3,1,1,1,7,0.164,0.229,0.311,0
20190514,NYM,1,34,6,8,6,5,0.205,0.274,0.34,1
20190514,WSH,0,5,2,2,1,9,0.173,0.231,0.272,0
20190514,MIL,1,36,6,12,6,5,0.265,0.329,0.4,1
20190514,PHI,0,5,1,0,5,10,0.191,0.261,0.32,0
20190514,COL,1,39,5,6,5,2,0.221,0.29,0.411,1
20190514,BOS,0,9,4,3,4,10,0.224,0.302,0.382,0
20190514,HOU,1,41,11,14,10,5,0.247,0.311,0.439,1
20190514,DET,0,7,4,4,4,9,0.219,0.277,0.382,0
20190514,TB,1,34,4,8,4,7,0.146,0.2,0.252,1
20190514,MIA,0,6,0,0,0,8,0.133,0.176,0.182,0
20190514,STL,1,39,14,14,13,7,0.203,0.258,0.318,1
20190514,ATL,0,3,3,3,6,11,0.196,0.244,0.329,0
20190514,LAA,1,34,3,11,2,3,0.237,0.311,0.398,0
20190514,MIN,0,7,4,4,3,7,0.245,0.304,0.477,1
20190514,TEX,1,37,5,10,5,2,0.224,0.302,0.431,0
20190514,KC,0,14,11,11,4,3,0.229,0.306,0.385,1
20190514,PIT,1,38,6,11,6,3,0.197,0.238,0.3,1
20190514,ARI,0,4,2,2,2,9,0.217,0.274,0.393,0
20190514,TOR,1,36,7,10,7,6,0.17,0.212,0.251,1
20190514,SF,0,5,3,3,6,11,0.153,0.223,0.255,0
20190514,SD,1,31,3,7,3,1,0.161,0.207,0.3,0
20190514,LAD,0,8,6,3,1,5,0.18,0.238,0.329,1
20190514,OAK,1,33,3,6,1,3,0.215,0.29,0.377,0
20190514,SEA,0,7,4,4,3,9,0.226,0.293,0.43,1
20190515,LAA,1,43,7,18,7,3,0.268,0.329,0.398,0
20190515,MIN,0,10,8,8,4,3,0.231,0.291,0.447,1
20190515,BAL,1,33,3,7,3,0,0.215,0.262,0.353,0
20190515,NYY,0,7,5,4,1,6,0.244,0.312,0.43,1
20190515,PIT,1,32,1,6,1,1,0.187,0.223,0.285,0
20190515,ARI,0,11,11,10,4,12,0.19,0.239,0.365,1
20190515,TOR,1,32,3,5,2,3,0.143,0.186,0.243,0
20190515,SF,0,8,4,3,2,6,0.205,0.244,0.361,1
20190515,BAL,1,32,1,7,1,1,0.222,0.273,0.369,0
20190515,NYY,0,7,3,3,2,10,0.205,0.257,0.345,1
20190515,CHC,1,38,5,9,5,1,0.153,0.206,0.277,0
20190515,CIN,0,12,6,6,2,14,0.136,0.188,0.238,1
20190515,NYM,1,30,1,4,1,1,0.186,0.231,0.285,0
20190515,WSH,0,9,5,5,2,5,0.202,0.265,0.328,1
20190515,MIL,1,33,5,7,4,7,0.155,0.224,0.266,1
20190515,PHI,0,9,2,2,1,6,0.181,0.232,0.293,0
20190515,COL,1,39,5,11,5,2,0.226,0.29,0.4,0
20190515,BOS,0,13,6,6,5,8,0.239,0.315,0.409,1
20190515,HOU,1,33,5,8,5,5,0.266,0.327,0.491,1
20190515,DET,0,2,1,1,2,14,0.205,0.265,0.371,0
20190515,TB,1,31,1,7,1,3,0.136,0.181,0.228,1
20190515,MIA,0,7,0,0,4,12,0.157,0.213,0.21,0
20190515,STL,1,27,0,3,0,5,0.179,0.234,0.286,0
20190515,ATL,0,6,4,3,4,10,0.217,0.263,0.427,1
20190515,TEX,1,37,6,12,6,2,0.231,0.297,0.464,1
20190515,KC,0,9,1,1,3,7,0.246,0.305,0.404,0
20190515,SD,1,32,0,4,0,1,0.167,0.205,0.281,0
20190515,LAD,0,8,2,2,2,6,0.194,0.255,0.327,1
20190516,NYM,1,38,6,11,6,2,0.191,0.299,0.304,0
20190516,WSH,0,12,7,7,5,8,0.15,0.189,0.238,1
20190516,MIL,1,39,11,13,11,7,0.178,0.243,0.306,1
20190516,PHI,0,4,3,1,1,7,0.165,0.221,0.27,0
20190516,OAK,1,44,17,16,16,5,0.221,0.295,0.396,1
20190516,DET,0,7,3,3,2,9,0.206,0.266,0.419,0
20190516,TEX,1,47,16,21,14,8,0.253,0.32,0.496,1
20190516,KC,0,9,1,1,2,6,0.259,0.319,0.429,0
20190516,BAL,1,36,7,10,7,4,0.228,0.276,0.384,0
20190516,CLE,0,14,14,14,8,6,0.201,0.284,0.329,1
20190516,CHC,1,31,2,4,2,1,0.217,0.277,0.38,0
20190516,CIN,0,12,4,4,3,5,0.168,0.217,0.307,1
20190516,STL,1,31,2,6,2,4,0.184,0.24,0.283,0
20190516,ATL,0,14,10,10,6,4,0.221,0.265,0.388,1
20190516,TOR,1,29,2,2,1,4,0.184,0.244,0.307,0
20190516,CHW,0,10,4,3,3,9,0.224,0.288,0.349,1
20190516,MIN,1,43,11,16,10,1,0.251,0.305,0.493,1
20190516,SEA,0,8,6,6,0,7,0.221,0.292,0.413,0
20190516,PIT,1,37,3,8,2,1,0.232,0.26,0.319,0
20190516,SD,0,5,4,4,3,9,0.141,0.175,0.251,1
20190517,TB,1,37,3,10,2,3,0.22,0.296,0.374,0
20190517,NYY,0,9,4,4,1,8,0.227,0.285,0.389,1
20190517,CHC,1,43,14,18,13,7,0.191,0.246,0.328,1
20190517,WSH,0,13,6,6,5,5,0.172,0.213,0.281,0
20190517,COL,1,33,4,5,4,1,0.17,0.214,0.311,0
20190517,PHI,0,8,5,5,3,12,0.163,0.251,0.273,1
20190517,BAL,1,35,5,10,5,1,0.221,0.271,0.363,1
20190517,CLE,0,3,1,0,4,12,0.21,0.292,0.329,0
20190517,HOU,1,32,3,6,3,3,0.261,0.322,0.48,1
20190517,BOS,0,9,1,1,2,12,0.246,0.318,0.427,0
20190517,OAK,1,35,7,9,6,3,0.221,0.289,0.399,1
20190517,DET,0,4,2,2,0,11,0.201,0.266,0.396,0
20190517,LAD,1,36,6,10,6,2,0.212,0.282,0.351,1
20190517,CIN,0,3,0,0,1,13,0.169,0.218,0.296,0
20190517,NYM,1,36,6,12,6,5,0.186,0.235,0.294,0
20190517,MIA,0,10,8,7,0,7,0.164,0.213,0.212,1
20190517,MIL,1,37,8,10,8,5,0.255,0.318,0.454,0
20190517,ATL,0,17,12,12,5,7,0.211,0.255,0.358,1
20190517,STL,1,36,3,9,3,1,0.238,0.32,0.396,0
20190517,TEX,0,11,7,7,1,13,0.244,0.312,0.478,1
20190517,TOR,1,40,10,15,9,6,0.221,0.283,0.367,1
20190517,CHW,0,6,2,2,3,7,0.245,0.296,0.375,0
20190517,SF,1,36,0,9,0,1,0.166,0.213,0.272,0
20190517,ARI,0,10,7,7,4,3,0.182,0.241,0.331,1
20190517,KC,1,32,2,6,2,6,0.231,0.302,0.401,0
20190517,LAA,0,10,5,5,5,7,0.243,0.31,0.401,1
20190517,PIT,1,35,5,9,5,3,0.181,0.218,0.283,1
20190517,SD,0,7,3,3,2,15,0.139,0.184,0.238,0
20190517,MIN,1,35,7,10,7,2,0.231,0.281,0.415,1
20190517,SEA,0,5,1,1,5,9,0.219,0.279,0.397,0
20190518,TB,1,40,2,6,2,0,0.218,0.278,0.379,1
20190518,NYY,0,8,1,1,2,15,0.237,0.287,0.394,0
20190518,TOR,1,17,1,3,1,2,0.207,0.261,0.343,0
20190518,CHW,0,19,4,7,4,1,0.248,0.296,0.393,1
20190518,STL,1,38,8,10,8,6,0.238,0.321,0.395,1
20190518,TEX,0,6,2,2,2,6,0.246,0.316,0.455,0
20190518,COL,1,36,1,9,1,2,0.158,0.195,0.272,0
20190518,PHI,0,6,2,1,5,4,0.166,0.23,0.278,1
20190518,BAL,1,28,1,1,1,3,0.214,0.271,0.374,0
20190518,CLE,0,7,4,4,4,2,0.21,0.294,0.35,1
20190518,OAK,1,34,4,8,4,0,0.209,0.28,0.369,1
20190518,DET,0,5,1,1,2,6,0.206,0.258,0.371,0
20190518,LAD,1,33,0,6,0,2,0.201,0.261,0.355,0
20190518,CIN,0,7,4,1,1,8,0.156,0.205,0.296,1
20190518,NYM,1,26,0,1,0,3,0.16,0.271,0.25,0
20190518,MIA,0,5,2,2,4,10,0.179,0.232,0.237,1
20190518,CHC,1,29,2,4,1,0,0.192,0.256,0.347,0
20190518,WSH,0,11,5,5,5,7,0.208,0.268,0.333,1
20190518,HOU,1,37,7,13,7,6,0.251,0.311,0.433,1
20190518,BOS,0,5,3,2,5,3,0.241,0.322,0.417,0
20190518,MIL,1,38,3,8,3,4,0.155,0.209,0.263,0
20190518,ATL,0,8,4,3,5,8,0.207,0.249,0.356,1
20190518,PIT,1,37,7,12,7,4,0.233,0.261,0.325,1
20190518,SD,0,8,2,2,5,13,0.157,0.189,0.26,0
20190518,KC,1,34,3,8,3,2,0.232,0.304,0.392,0
20190518,LAA,0,7,6,5,3,7,0.259,0.326,0.405,1
20190518,SF,1,35,8,11,8,5,0.166,0.208,0.287,1
20190518,ARI,0,6,5,5,3,10,0.185,0.242,0.339,0
20190518,MIN,1,46,18,19,18,6,0.258,0.315,0.514,1
20190518,SEA,0,10,4,4,0,14,0.223,0.289,0.422,0
20190519,HOU,1,29,3,4,2,7,0.255,0.322,0.454,0
20190519,BOS,0,11,4,3,0,3,0.223,0.295,0.377,1
20190519,TB,1,33,5,7,5,5,0.196,0.271,0.336,0
20190519,NYY,0,10,13,7,9,9,0.241,0.308,0.416,1
20190519,COL,1,34,5,7,5,1,0.167,0.237,0.304,0
20190519,PHI,0,9,7,7,7,7,0.156,0.22,0.262,1
20190519,BAL,1,31,0,5,0,0,0.219,0.268,0.351,0
20190519,CLE,0,11,10,7,7,6,0.227,0.317,0.354,1
20190519,OAK,1,37,7,12,7,4,0.19,0.25,0.338,1
20190519,DET,0,5,3,3,3,9,0.219,0.274,0.349,0
20190519,LAD,1,34,8,6,7,9,0.174,0.238,0.315,1
20190519,CIN,0,9,3,3,2,6,0.174,0.232,0.308,0
20190519,NYM,1,27,0,2,0,1,0.186,0.24,0.301,0
20190519,MIA,0,6,3,3,1,5,0.195,0.261,0.268,1
20190519,MIL,1,37,3,9,3,0,0.222,0.288,0.375,1
20190519,ATL,0,5,2,2,0,9,0.178,0.222,0.31,0
20190519,TOR,1,35,5,8,5,2,0.198,0.26,0.336,1
20190519,CHW,0,7,2,2,2,8,0.228,0.287,0.353,0
20190519,STL,1,36,4,7,4,5,0.244,0.319,0.381,0
20190519,TEX,0,9,5,5,4,8,0.248,0.312,0.46,1
20190519,SF,1,35,3,5,3,5,0.15,0.192,0.253,1
20190519,ARI,0,3,2,2,6,9,0.162,0.213,0.299,0
20190519,KC,1,36,5,9,4,4,0.234,0.294,0.368,1
20190519,LAA,0,6,1,1,3,9,0.242,0.313,0.4,0
20190519,PIT,1,36,6,11,6,2,0.239,0.276,0.338,1
20190519,SD,0,5,4,3,3,7,0.154,0.194,0.265,0
20190519,MIN,1,34,4,7,2,3,0.257,0.315,0.469,0
20190519,SEA,0,11,7,7,2,8,0.226,0.294,0.415,1
20190519,CHC,1,32,6,9,6,5,0.185,0.247,0.329,1
20190519,WSH,0,9,5,5,2,7,0.174,0.225,0.29,0
20190520,BOS,1,41,12,16,11,4,0.218,0.301,0.374,1
20190520,TOR,0,3,2,0,1,10,0.184,0.231,0.297,0
20190520,OAK,1,36,6,11,6,3,0.215,0.292,0.383,1
20190520,CLE,0,8,4,4,3,3,0.223,0.301,0.367,0
20190520,NYY,1,36,10,11,9,4,0.231,0.307,0.396,1
20190520,BAL,0,13,7,7,5,8,0.224,0.275,0.367,0
20190520,WSH,1,32,3,7,3,5,0.187,0.245,0.31,0
20190520,NYM,0,8,5,4,4,11,0.186,0.291,0.275,1
20190520,PHI,1,38,5,9,5,4,0.183,0.233,0.305,1
20190520,CHC,0,11,4,3,4,7,0.211,0.276,0.348,0
20190520,SEA,1,39,9,13,9,2,0.228,0.29,0.42,0
20190520,TEX,0,15,10,10,1,7,0.227,0.298,0.445,1
20190520,CHW,1,33,0,6,0,0,0.247,0.298,0.379,0
20190520,HOU,0,8,3,2,2,4,0.25,0.315,0.438,1
20190520,ATL,1,32,4,6,4,6,0.236,0.287,0.414,1
20190520,SF,0,2,1,1,0,8,0.174,0.221,0.297,0
20190520,MIN,1,36,3,10,3,2,0.265,0.321,0.479,1
20190520,LAA,0,6,1,1,3,10,0.249,0.319,0.393,0
20190520,ARI,1,31,1,5,1,3,0.182,0.245,0.35,0
20190520,SD,0,6,2,2,1,12,0.141,0.178,0.247,1
20190521,OAK,1,33,5,7,5,4,0.218,0.295,0.396,1
20190521,CLE,0,4,3,3,7,9,0.213,0.293,0.36,0
20190521,PHI,1,33,2,6,2,3,0.192,0.241,0.312,0
20190521,CHC,0,10,3,3,7,2,0.173,0.229,0.297,1
20190521,COL,1,35,5,10,4,4,0.209,0.255,0.36,1
20190521,PIT,0,3,0,0,2,8,0.187,0.223,0.28,0
20190521,NYY,1,38,11,12,11,4,0.244,0.303,0.417,1
20190521,BAL,0,8,4,3,1,6,0.225,0.269,0.366,0
20190521,BOS,1,32,3,7,3,8,0.228,0.306,0.395,0
20190521,TOR,0,11,10,10,5,10,0.195,0.251,0.329,1
20190521,LAD,1,38,7,12,6,5,0.245,0.323,0.423,1
20190521,TB,0,10,3,3,1,9,0.2,0.269,0.336,0
20190521,MIA,1,42,5,10,5,4,0.206,0.273,0.299,1
20190521,DET,0,5,4,2,2,17,0.196,0.253,0.353,0
20190521,WSH,1,32,5,8,5,3,0.15,0.195,0.255,0
20190521,NYM,0,8,6,6,4,7,0.166,0.213,0.262,1
20190521,CIN,1,30,3,4,2,3,0.169,0.225,0.305,1
20190521,MIL,0,6,0,0,5,14,0.202,0.268,0.311,0
20190521,SEA,1,31,3,6,3,1,0.209,0.284,0.409,0
20190521,TEX,0,8,5,5,5,9,0.244,0.306,0.46,1
20190521,CHW,1,28,1,1,1,2,0.224,0.283,0.351,0
20190521,HOU,0,8,5,5,6,2,0.254,0.316,0.456,1
20190521,ATL,1,35,3,11,3,3,0.198,0.24,0.341,0
20190521,SF,0,9,4,4,3,8,0.19,0.231,0.32,1
20190521,MIN,1,36,8,10,8,4,0.271,0.332,0.499,1
20190521,LAA,0,7,3,3,3,6,0.237,0.314,0.402,0
20190521,ARI,1,31,2,5,2,0,0.215,0.284,0.414,0
20190521,SD,0,4,3,3,1,6,0.167,0.207,0.298,1
20190522,CIN,1,36,9,11,9,5,0.154,0.214,0.267,0
20190522,MIL,0,12,11,9,4,9,0.205,0.253,0.358,1
20190522,OAK,1,40,7,13,7,4,0.216,0.288,0.396,1
20190522,CLE,0,8,2,2,6,10,0.208,0.299,0.334,0
20190522,KC,1,31,8,8,8,5,0.186,0.242,0.316,1
20190522,STL,0,4,2,2,4,4,0.254,0.31,0.359,0
20190522,SEA,1,33,1,7,1,2,0.212,0.286,0.397,0
20190522,TEX,0,28,2,8,2,1,0.226,0.299,0.412,1
20190522,ARI,1,32,2,6,2,0,0.153,0.209,0.287,0
20190522,SD,0,12,5,5,5,5,0.155,0.194,0.274,1
20190522,COL,1,40,9,16,9,6,0.198,0.236,0.337,1
20190522,PIT,0,8,3,3,2,7,0.176,0.221,0.273,0
20190522,NYY,1,39,7,13,7,4,0.24,0.305,0.433,1
20190522,BAL,0,7,5,4,4,13,0.218,0.274,0.374,0
20190522,BOS,1,46,6,10,6,5,0.232,0.313,0.405,1
20190522,TOR,0,11,5,5,3,13,0.203,0.258,0.341,0
20190522,LAD,1,31,1,5,1,3,0.243,0.316,0.421,0
20190522,TB,0,10,8,8,3,9,0.187,0.251,0.314,1
20190522,MIA,1,35,6,11,6,2,0.214,0.265,0.309,1
20190522,DET,0,10,3,2,2,7,0.204,0.266,0.355,0
20190522,WSH,1,30,1,3,1,3,0.155,0.192,0.273,0
20190522,NYM,0,7,6,6,4,11,0.236,0.344,0.514,1
20190522,KC,1,33,3,8,3,4,0.15,0.193,0.242,0
20190522,STL,0,12,10,10,5,11,0.18,0.239,0.294,1
20190522,PHI,1,40,4,13,4,3,0.212,0.285,0.334,0
20190522,CHC,0,8,8,8,4,7,0.195,0.254,0.36,1
20190522,CHW,1,36,9,10,9,2,0.241,0.292,0.383,1
20190522,HOU,0,12,4,4,2,4,0.253,0.319,0.446,0
20190522,ATL,1,36,9,7,8,4,0.204,0.249,0.36,1
20190522,SF,0,6,2,2,2,9,0.19,0.238,0.319,0
20190523,WSH,1,37,4,13,3,3,0.206,0.264,0.354,0
20190523,NYM,0,7,6,5,3,8,0.183,0.301,0.377,1
20190523,COL,1,37,6,11,6,2,0.16,0.21,0.282,0
20190523,PIT,0,15,14,12,4,5,0.234,0.269,0.331,1
20190523,NYY,1,33,6,8,6,6,0.239,0.306,0.412,1
20190523,BAL,0,8,5,5,3,8,0.22,0.271,0.365,0
20190523,BOS,1,41,8,15,8,2,0.226,0.295,0.368,1
20190523,TOR,0,5,2,2,0,6,0.202,0.255,0.336,0
20190523,MIA,1,35,5,7,5,3,0.211,0.265,0.316,1
20190523,DET,0,11,2,2,1,8,0.202,0.261,0.359,0
20190523,PHI,1,38,9,12,8,4,0.164,0.22,0.278,1
20190523,CHC,0,11,7,7,8,12,0.207,0.268,0.348,0
20190523,ATL,1,49,5,11,5,3,0.178,0.22,0.313,1
20190523,SF,0,7,4,4,6,15,0.139,0.179,0.241,0
20190523,MIN,1,43,16,17,16,6,0.259,0.312,0.49,1
20190523,LAA,0,10,7,7,7,7,0.203,0.358,0.348,0
20190523,TB,1,38,7,14,7,1,0.216,0.274,0.37,1
20190523,CLE,0,4,2,2,3,6,0.197,0.274,0.318,0
20190523,CHW,1,38,4,11,3,3,0.24,0.29,0.382,1
20190523,HOU,0,4,0,0,1,9,0.244,0.299,0.421,0
20190524,CIN,1,38,6,11,6,4,0.153,0.204,0.266,1
20190524,CHC,0,8,5,5,4,9,0.206,0.269,0.339,0
20190524,MIA,1,43,10,15,10,3,0.152,0.186,0.22,0
20190524,WSH,0,14,12,12,5,8,0.175,0.215,0.281,1
20190524,LAD,1,39,10,13,10,5,0.172,0.232,0.305,1
20190524,PIT,0,7,2,2,1,6,0.163,0.194,0.258,0
20190524,SD,1,34,6,7,6,4,0.196,0.247,0.354,1
20190524,TOR,0,3,3,3,1,13,0.178,0.234,0.318,0
20190524,DET,1,40,9,14,9,3,0.198,0.235,0.305,1
20190524,NYM,0,11,8,8,2,7,0.174,0.223,0.32,0
20190524,TB,1,34,1,6,1,4,0.212,0.276,0.361,0
20190524,CLE,0,6,3,3,6,9,0.194,0.286,0.321,1
20190524,BOS,1,33,3,7,3,3,0.222,0.298,0.383,0
20190524,HOU,0,4,4,2,5,6,0.246,0.315,0.441,1
20190524,PHI,1,37,6,11,6,2,0.166,0.229,0.269,1
20190524,MIL,0,8,4,4,2,11,0.229,0.283,0.396,0
20190524,CHW,1,35,4,9,4,0,0.232,0.291,0.377,0
20190524,MIN,0,12,11,10,5,10,0.258,0.325,0.512,1
20190524,ATL,1,37,5,12,4,0,0.186,0.225,0.321,1
20190524,STL,0,7,2,1,0,11,0.177,0.236,0.293,0
20190524,BAL,1,35,6,10,6,2,0.161,0.25,0.301,0
20190524,COL,0,14,8,8,2,8,0.169,0.206,0.289,1
20190524,SEA,1,36,2,10,2,8,0.217,0.299,0.396,0
20190524,OAK,0,8,6,5,3,9,0.22,0.292,0.4,1
20190524,TEX,1,35,4,7,4,4,0.222,0.304,0.425,1
20190524,LAA,0,7,3,3,5,6,0.222,0.296,0.378,0
20190524,ARI,1,49,18,21,17,3,0.179,0.233,0.298,1
20190524,SF,0,7,2,2,2,12,0.15,0.189,0.259,0
20190525,CHW,1,32,1,6,1,1,0.206,0.253,0.328,0
20190525,MIN,0,10,8,8,6,8,0.261,0.319,0.491,1
20190525,NYY,1,36,7,10,7,3,0.24,0.309,0.436,1
20190525,KC,0,6,3,3,0,11,0.228,0.294,0.374,0
20190525,CIN,1,38,6,14,6,3,0.165,0.225,0.299,0
20190525,CHC,0,11,8,8,3,8,0.206,0.265,0.369,1
20190525,SD,1,45,19,20,19,6,0.219,0.266,0.349,1
20190525,TOR,0,4,4,3,2,12,0.165,0.217,0.291,0
20190525,ARI,1,38,10,13,8,3,0.184,0.235,0.315,1
20190525,SF,0,8,4,3,5,7,0.156,0.209,0.26,0
20190525,MIA,1,28,0,4,0,1,0.18,0.218,0.255,0
20190525,WSH,0,7,5,4,5,3,0.222,0.291,0.378,1
20190525,SEA,1,36,5,9,5,0,0.244,0.315,0.45,0
20190525,OAK,0,11,6,5,1,5,0.222,0.293,0.405,1
20190525,DET,1,49,4,14,4,7,0.136,0.17,0.231,0
20190525,NYM,0,7,5,4,3,8,0.147,0.232,0.255,1
20190525,PHI,1,38,7,12,7,5,0.217,0.276,0.36,1
20190525,MIL,0,5,2,2,1,9,0.19,0.25,0.333,0
